id,中文名称【所有用到道具名称的地方都是读这里】,插件用【作为插件json文件的名称，不能有空格】,家园图鉴解锁需要的碎片数量,"道具类型【会影响道具的功能，无0，方块1，杂物2，工具3，一组物品4，怪物5，帐号物品6，弓7，投掷8，装备9，枪械10，食物11，12工具+投掷物，13工具+食物，14方块+食物，16机械，17地图通行证，18乐器，19喷漆贴图，20气泡，21武器皮肤，22播报，23称号，24特长碎片,25头像，26动作，27心情框，28背景】",描述中的解锁途径-String表ID,类型描述-String表ID,描述【所有道具tips等用到道具描述的地方，都是读的这里】,获取方式(工匠台和冶炼台的内容可读取并显示在tips上，无需写在这里了),冒险背包最大堆叠数目/做了防作弊的处理，获得超过这个数量会宕机
540327,木棒+黄铜盾,,,"3",,,#c0aba1d蓄力#n可以进入防御状态，看准时机使用盾牌可以无伤打怪#r要注意#c0aba1d韧性值#n归零后会非常虚弱，不举盾可以恢复韧性值。,使用@item_150029##n获得,1
540328,木棒+钛金盾,,,"3",,,#c0aba1d蓄力#n可以进入防御状态，看准时机使用盾牌可以无伤打怪#r要注意#c0aba1d韧性值#n归零后会非常虚弱，不举盾可以恢复韧性值。,使用@item_150029##n获得,1
540329,尖尖碰碰锤+木棒,,,"3",,,#c0aba1d蓄力#n后可敲晕前方的生物。,使用@item_150029##n获得,1
540330,尖尖碰碰锤+尖尖碰碰锤,,,"3",,,#c0aba1d蓄力#n后可敲晕前方的生物。,使用@item_150029##n获得,1
540331,尖尖碰碰锤+冻结棒,,,"3",,,#c0aba1d蓄力#n后可敲晕前方的生物。,使用@item_150029##n获得,1
540332,尖尖碰碰锤+石剑,,,"3",,,#c0aba1d蓄力#n后可释放斩击，对周围生物造成伤害并且进入眩晕状态。,使用@item_150029##n获得,1
540333,尖尖碰碰锤+短剑,,,"3",,,#c0aba1d蓄力#n后可释放斩击，对周围生物造成伤害并且进入眩晕状态。,使用@item_150029##n获得,1
540334,尖尖碰碰锤+收割者,,,"3",,,#c0aba1d蓄力#n后可释放斩击，对周围生物造成伤害并且进入眩晕状态。,使用@item_150029##n获得,1
540335,尖尖碰碰锤+能量剑,,,"3",,,#c0aba1d蓄力#n后可向前方瞬间移动一段距离，并对触碰到的敌人造成伤害并且进入眩晕状态,使用@item_150029##n获得,1
540336,尖尖碰碰锤+蝎壳盾,,,"3",,,#c0aba1d蓄力#n可以进入防御状态，看准时机使用盾牌可以无伤打怪#r要注意#c0aba1d韧性值#n归零后会非常虚弱，不举盾可以恢复韧性值。#r攻击可以让对手进入#c0aba1d流血#n状态,使用@item_150029##n获得,1
540337,尖尖碰碰锤+蝎刺盾,,,"3",,,#c0aba1d蓄力#n可以进入防御状态，并且可以让对手进入中毒状态。看准时机使用盾牌可以无伤打怪#r要注意#c0aba1d韧性值#n归零后会非常虚弱，不举盾可以恢复韧性值。#r攻击可以让对手进入#c0aba1d流血#n状态,使用@item_150029##n获得,1
540338,尖尖碰碰锤+木盾,,,"3",,,#c0aba1d蓄力#n可以进入防御状态，看准时机使用盾牌可以无伤打怪#r要注意#c0aba1d韧性值#n归零后会非常虚弱，不举盾可以恢复韧性值。#r攻击可以让对手进入#c0aba1d流血#n状态,使用@item_150029##n获得,1
540339,尖尖碰碰锤+黄铜盾,,,"3",,,#c0aba1d蓄力#n可以进入防御状态，看准时机使用盾牌可以无伤打怪#r要注意#c0aba1d韧性值#n归零后会非常虚弱，不举盾可以恢复韧性值。#r攻击可以让对手进入#c0aba1d流血#n状态,使用@item_150029##n获得,1
540340,尖尖碰碰锤+钛金盾,,,"3",,,#c0aba1d蓄力#n可以进入防御状态，看准时机使用盾牌可以无伤打怪#r要注意#c0aba1d韧性值#n归零后会非常虚弱，不举盾可以恢复韧性值。#r攻击可以让对手进入#c0aba1d流血#n状态,使用@item_150029##n获得,1
540341,冻结棒+木棒,,,"3",,,#c0aba1d蓄力#n后可敲晕前方的生物。,使用@item_150029##n获得,1
540342,冻结棒+冻结棒,,,"3",,,#c0aba1d蓄力#n后可敲晕前方的生物。,使用@item_150029##n获得,1
540343,冻结棒+石剑,,,"3",,,#c0aba1d蓄力#n后可释放斩击，对周围生物造成伤害并且进入眩晕状态。,使用@item_150029##n获得,1
540344,冻结棒+短剑,,,"3",,,#c0aba1d蓄力#n后可释放斩击，对周围生物造成伤害并且进入眩晕状态。,使用@item_150029##n获得,1
540345,冻结棒+收割者,,,"3",,,#c0aba1d蓄力#n后可释放斩击，对周围生物造成伤害并且进入眩晕状态。,使用@item_150029##n获得,1
540346,冻结棒+能量剑,,,"3",,,#c0aba1d蓄力#n后可向前方瞬间移动一段距离，并对触碰到的敌人造成伤害并且进入眩晕状态,使用@item_150029##n获得,1
540347,冻结棒+蝎壳盾,,,"3",,,#c0aba1d蓄力#n可以进入防御状态，看准时机使用盾牌可以无伤打怪#r要注意#c0aba1d韧性值#n归零后会非常虚弱，不举盾可以恢复韧性值。,使用@item_150029##n获得,1
540348,冻结棒+蝎刺盾,,,"3",,,#c0aba1d蓄力#n可以进入防御状态，并且可以让对手进入中毒状态。看准时机使用盾牌可以无伤打怪#r要注意#c0aba1d韧性值#n归零后会非常虚弱，不举盾可以恢复韧性值。,使用@item_150029##n获得,1
540349,冻结棒+木盾,,,"3",,,#c0aba1d蓄力#n可以进入防御状态，看准时机使用盾牌可以无伤打怪#r要注意#c0aba1d韧性值#n归零后会非常虚弱，不举盾可以恢复韧性值。,使用@item_150029##n获得,1
540350,冻结棒+黄铜盾,,,"3",,,#c0aba1d蓄力#n可以进入防御状态，看准时机使用盾牌可以无伤打怪#r要注意#c0aba1d韧性值#n归零后会非常虚弱，不举盾可以恢复韧性值。,使用@item_150029##n获得,1
540351,冻结棒+钛金盾,,,"3",,,#c0aba1d蓄力#n可以进入防御状态，看准时机使用盾牌可以无伤打怪#r要注意#c0aba1d韧性值#n归零后会非常虚弱，不举盾可以恢复韧性值。,使用@item_150029##n获得,1
540352,钛金战锤+木棒,,,"3",,,#c0aba1d蓄力#n后可猛锤地面，击飞并击晕周围的生物，同时造成大量伤害。,使用@item_150029##n获得,1
540353,钛金战锤+尖尖碰碰锤,,,"3",,,#c0aba1d蓄力#n后可猛锤地面，击飞并击晕周围的生物，同时造成大量伤害。,使用@item_150029##n获得,1
540354,钛金战锤+冻结棒,,,"3",,,#c0aba1d蓄力#n后可猛锤地面，击飞并击晕周围的生物，同时造成大量伤害。,使用@item_150029##n获得,1
540355,钛金战锤+钛金战锤,,,"3",,,#c0aba1d蓄力#n后可猛锤地面，击飞并击晕周围的生物，同时造成大量伤害。,使用@item_150029##n获得,1
540356,钛金战锤+石剑,,,"3",,,#c0aba1d蓄力#n后可释放斩击，并且进入在原地释放砸地技能，砸地命中的生物会进入眩晕状态。,使用@item_150029##n获得,1
540357,钛金战锤+短剑,,,"3",,,#c0aba1d蓄力#n后可释放斩击，并且进入在原地释放砸地技能，砸地命中的生物会进入眩晕状态。,使用@item_150029##n获得,1
540358,钛金战锤+收割者,,,"3",,,#c0aba1d蓄力#n后可释放斩击，并且进入在原地释放砸地技能，砸地命中的生物会进入眩晕状态。,使用@item_150029##n获得,1
540359,钛金战锤+能量剑,,,"3",,100006,#c0aba1d蓄力#n后可向前方瞬间移动一段距离，并且在剑气末尾释放砸地技能，砸地命中的生物会进入眩晕状态。,使用@item_150029##n获得,1
540360,钛金战锤+蝎壳盾,,,"3",,,#c0aba1d蓄力#n可以进入防御状态，看准时机使用盾牌可以无伤打怪#r要注意#c0aba1d韧性值#n归零后会非常虚弱，不举盾可以恢复韧性值。,使用@item_150029##n获得,1
540361,钛金战锤+蝎刺盾,,,"3",,100006,#c0aba1d蓄力#n可以进入防御状态，并且可以让对手进入中毒状态。看准时机使用盾牌可以无伤打怪#r要注意#c0aba1d韧性值#n归零后会非常虚弱，不举盾可以恢复韧性值。,使用@item_150029##n获得,1
540362,钛金战锤+木盾,,,"3",,,#c0aba1d蓄力#n可以进入防御状态，看准时机使用盾牌可以无伤打怪#r要注意#c0aba1d韧性值#n归零后会非常虚弱，不举盾可以恢复韧性值。,使用@item_150029##n获得,1
540363,钛金战锤+黄铜盾,,,"3",,,#c0aba1d蓄力#n可以进入防御状态，看准时机使用盾牌可以无伤打怪#r要注意#c0aba1d韧性值#n归零后会非常虚弱，不举盾可以恢复韧性值。,使用@item_150029##n获得,1
540364,钛金战锤+钛金盾,,,"3",,,#c0aba1d蓄力#n可以进入防御状态，看准时机使用盾牌可以无伤打怪#r要注意#c0aba1d韧性值#n归零后会非常虚弱，不举盾可以恢复韧性值。,使用@item_150029##n获得,1
540365,石剑+石剑,,,"3",,,双持后的剑类武器，#c0aba1d蓄力#n后可释放两段斩击，对周围生物造成伤害。,使用@item_150029##n获得,1
540366,石剑+蝎壳盾,,,"3",,,#c0aba1d蓄力#n可以进入防御状态，看准时机使用盾牌可以无伤打怪#r要注意#c0aba1d韧性值#n归零后会非常虚弱，不举盾可以恢复韧性值。,使用@item_150029##n获得,1
540367,石剑+蝎刺盾,,,"3",,,#c0aba1d蓄力#n可以进入防御状态，并且可以让对手进入中毒状态。看准时机使用盾牌可以无伤打怪#r要注意#c0aba1d韧性值#n归零后会非常虚弱，不举盾可以恢复韧性值。,使用@item_150029##n获得,1
540368,石剑+木盾,,,"3",,100006,#c0aba1d蓄力#n可以进入防御状态，看准时机使用盾牌可以无伤打怪#r要注意#c0aba1d韧性值#n归零后会非常虚弱，不举盾可以恢复韧性值。,使用@item_150029##n获得,1
540369,石剑+黄铜盾,,,"3",,,#c0aba1d蓄力#n可以进入防御状态，看准时机使用盾牌可以无伤打怪#r要注意#c0aba1d韧性值#n归零后会非常虚弱，不举盾可以恢复韧性值。,使用@item_150029##n获得,1
540370,石剑+钛金盾,,,"3",,,#c0aba1d蓄力#n可以进入防御状态，看准时机使用盾牌可以无伤打怪#r要注意#c0aba1d韧性值#n归零后会非常虚弱，不举盾可以恢复韧性值。,使用@item_150029##n获得,1
540371,短剑+石剑,,,"3",,,双持后的剑类武器，#c0aba1d蓄力#n后可释放两段斩击，对周围生物造成伤害。,使用@item_150029##n获得,1
540372,短剑+短剑,,,"3",,,双持后的剑类武器，#c0aba1d蓄力#n后可释放两段斩击，对周围生物造成伤害。,使用@item_150029##n获得,1
540373,短剑+蝎壳盾,,,"3",,,#c0aba1d蓄力#n可以进入防御状态，看准时机使用盾牌可以无伤打怪#r要注意#c0aba1d韧性值#n归零后会非常虚弱，不举盾可以恢复韧性值。,使用@item_150029##n获得,1
540374,短剑+蝎刺盾,,,"3",,,#c0aba1d蓄力#n可以进入防御状态，并且可以让对手进入中毒状态。看准时机使用盾牌可以无伤打怪#r要注意#c0aba1d韧性值#n归零后会非常虚弱，不举盾可以恢复韧性值。,使用@item_150029##n获得,1
540375,短剑+木盾,,,"3",,,#c0aba1d蓄力#n可以进入防御状态，看准时机使用盾牌可以无伤打怪#r要注意#c0aba1d韧性值#n归零后会非常虚弱，不举盾可以恢复韧性值。,使用@item_150029##n获得,1
540376,短剑+黄铜盾,,,"3",,,#c0aba1d蓄力#n可以进入防御状态，看准时机使用盾牌可以无伤打怪#r要注意#c0aba1d韧性值#n归零后会非常虚弱，不举盾可以恢复韧性值。,使用@item_150029##n获得,1
540377,短剑+钛金盾,,,"3",,,#c0aba1d蓄力#n可以进入防御状态，看准时机使用盾牌可以无伤打怪#r要注意#c0aba1d韧性值#n归零后会非常虚弱，不举盾可以恢复韧性值。,使用@item_150029##n获得,1
540378,收割者+石剑,,,"3",,,双持后的剑类武器，#c0aba1d蓄力#n后可释放两段斩击，对周围生物造成伤害。,使用@item_150029##n获得,1
540379,收割者+短剑,,,"3",,,双持后的剑类武器，#c0aba1d蓄力#n后可释放两段斩击，对周围生物造成伤害。,使用@item_150029##n获得,1
540380,收割者+收割者,,,"3",,,双持后的剑类武器，#c0aba1d蓄力#n后可释放两段斩击，对周围生物造成伤害。,使用@item_150029##n获得,1
540381,收割者+蝎壳盾,,,"3",,,#c0aba1d蓄力#n可以进入防御状态，看准时机使用盾牌可以无伤打怪#r要注意#c0aba1d韧性值#n归零后会非常虚弱，不举盾可以恢复韧性值。,使用@item_150029##n获得,1
540382,收割者+蝎刺盾,,,"3",,,#c0aba1d蓄力#n可以进入防御状态，并且可以让对手进入中毒状态。看准时机使用盾牌可以无伤打怪#r要注意#c0aba1d韧性值#n归零后会非常虚弱，不举盾可以恢复韧性值。,使用@item_150029##n获得,1
540383,收割者+木盾,,,"3",,,#c0aba1d蓄力#n可以进入防御状态，看准时机使用盾牌可以无伤打怪#r要注意#c0aba1d韧性值#n归零后会非常虚弱，不举盾可以恢复韧性值。,使用@item_150029##n获得,1
540384,收割者+黄铜盾,,,"3",,,#c0aba1d蓄力#n可以进入防御状态，看准时机使用盾牌可以无伤打怪#r要注意#c0aba1d韧性值#n归零后会非常虚弱，不举盾可以恢复韧性值。,使用@item_150029##n获得,1
540385,收割者+钛金盾,,,"3",,,#c0aba1d蓄力#n可以进入防御状态，看准时机使用盾牌可以无伤打怪#r要注意#c0aba1d韧性值#n归零后会非常虚弱，不举盾可以恢复韧性值。,使用@item_150029##n获得,1
540386,能量剑+石剑,,,"3",,,双持后的剑类武器，#c0aba1d蓄力#n后可释放两段斩击，对周围生物造成伤害。,使用@item_150029##n获得,1
540387,能量剑+短剑,,,"3",,,双持后的剑类武器，#c0aba1d蓄力#n后可向前方瞬间移动一段距离，并对触碰到的敌人造成伤害。,使用@item_150029##n获得,1
540388,能量剑+收割者,,,"3",,,双持后的剑类武器，#c0aba1d蓄力#n后可向前方瞬间移动一段距离，并对触碰到的敌人造成伤害。,使用@item_150029##n获得,1
540389,能量剑+能量剑,,,"3",,100006,双持后的剑类武器，#c0aba1d蓄力#n后可向前方瞬间移动一段距离，并对触碰到的敌人造成伤害。,使用@item_150029##n获得,1
540390,能量剑+蝎壳盾,,,"3",,,#c0aba1d蓄力#n可以进入防御状态，看准时机使用盾牌可以无伤打怪#r要注意#c0aba1d韧性值#n归零后会非常虚弱，不举盾可以恢复韧性值。,使用@item_150029##n获得,1
540391,能量剑+蝎刺盾,,,"3",,,#c0aba1d蓄力#n可以进入防御状态，并且可以让对手进入中毒状态。看准时机使用盾牌可以无伤打怪#r要注意#c0aba1d韧性值#n归零后会非常虚弱，不举盾可以恢复韧性值。,使用@item_150029##n获得,1
540392,能量剑+木盾,,,"3",,,#c0aba1d蓄力#n可以进入防御状态，看准时机使用盾牌可以无伤打怪#r要注意#c0aba1d韧性值#n归零后会非常虚弱，不举盾可以恢复韧性值。,使用@item_150029##n获得,1
540393,能量剑+黄铜盾,,,"3",,,#c0aba1d蓄力#n可以进入防御状态，看准时机使用盾牌可以无伤打怪#r要注意#c0aba1d韧性值#n归零后会非常虚弱，不举盾可以恢复韧性值。,使用@item_150029##n获得,1
540394,能量剑+钛金盾,,,"3",,100006,#c0aba1d蓄力#n可以进入防御状态，看准时机使用盾牌可以无伤打怪#r要注意#c0aba1d韧性值#n归零后会非常虚弱，不举盾可以恢复韧性值。,使用@item_150029##n获得,1
540395,石矛+木棒,,,"3",,,#c0aba1d蓄力#n后可投掷。被命中的生物会造成伤害并且进入眩晕状态#r捡回后可重复使用。,使用@item_150029##n获得,1
540396,石矛+尖尖碰碰锤,,,"3",,,#c0aba1d蓄力#n后可投掷。被命中的生物会造成伤害并且进入眩晕状态#r捡回后可重复使用。,使用@item_150029##n获得,1
540397,石矛+冻结棒,,,"3",,,#c0aba1d蓄力#n后可投掷。被命中的生物会造成伤害并且进入眩晕状态#r捡回后可重复使用。,使用@item_150029##n获得,1
540398,石矛+钛金战锤,,,"3",,,#c0aba1d蓄力#n后可投掷。被命中的生物会造成伤害并且进入眩晕状态#r捡回后可重复使用。,使用@item_150029##n获得,1
540399,石矛+石剑,,,"3",,,#c0aba1d蓄力#n后可投掷。会在命中的位置生成剑气#r捡回后可重复使用。,使用@item_150029##n获得,1
540400,石矛+短剑,,,"3",,,#c0aba1d蓄力#n后可投掷。会在命中的位置生成剑气#r捡回后可重复使用。,使用@item_150029##n获得,1
540401,石矛+收割者,,,"3",,,#c0aba1d蓄力#n可以进入防御状态，并且可以让对手进入中毒状态。看准时机使用盾牌可以无伤打怪#r要注意#c0aba1d韧性值#n归零后会非常虚弱，不举盾可以恢复韧性值。,使用@item_150029##n获得,1
540402,石矛+能量剑,,,"3",,,#c0aba1d蓄力#n后可投掷。会在命中的位置生成剑气#r捡回后可重复使用。,使用@item_150029##n获得,1
540403,石矛+石矛,,,"3",,,#c0aba1d蓄力#n后可投掷。#r捡回后可重复使用。,使用@item_150029##n获得,1
540404,石矛+蝎壳盾,,,"3",,,#c0aba1d蓄力#n可以进入防御状态，看准时机使用盾牌可以无伤打怪#r要注意#c0aba1d韧性值#n归零后会非常虚弱，不举盾可以恢复韧性值。,使用@item_150029##n获得,1
540405,石矛+蝎刺盾,,,"3",,,#c0aba1d蓄力#n可以进入防御状态，并且可以让对手进入中毒状态。看准时机使用盾牌可以无伤打怪#r要注意#c0aba1d韧性值#n归零后会非常虚弱，不举盾可以恢复韧性值。,使用@item_150029##n获得,1
540406,石矛+木盾,,,"3",,,#c0aba1d蓄力#n可以进入防御状态，看准时机使用盾牌可以无伤打怪#r要注意#c0aba1d韧性值#n归零后会非常虚弱，不举盾可以恢复韧性值。,使用@item_150029##n获得,1
540407,石矛+黄铜盾,,,"3",,,#c0aba1d蓄力#n可以进入防御状态，看准时机使用盾牌可以无伤打怪#r要注意#c0aba1d韧性值#n归零后会非常虚弱，不举盾可以恢复韧性值。,使用@item_150029##n获得,1
